Address,Merchants ID,Nama Toko,Food ID,Nama Makanan,Harga,Kategori,Description ,Latitude,Longtitude
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",BRO,Bro Star,BRO19,Mineral Water,0,Minuman,,-6.301.541,106.655.187
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",COW,Dapur Cowek,COW01,Ayam Panggang + Nasi,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",COW,Dapur Cowek,COW02,Nasi Bakar,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",COW,Dapur Cowek,COW03,Nasi Gudeg,0,Makanan,,-6.301.721,106.652.312
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",DUM,Dum Dum,DUM01,DumDum Aren Thai Tea ,24000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",DUM,Dum Dum,DUM02,DumDum Aren Thai Green Tea,25000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",DUM,Dum Dum,DUM03,DumDum Aren Thai Coffe,24000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",DUM,Dum Dum,DUM04,DumDum Dark Chocolate cold,24000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",DUM,Dum Dum,DUM05,DumDum Dark Chocolate hot ,23000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",DUM,Dum Dum,DUM06,DumDum Thai Tea Hot,21000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",DUM,Dum Dum,DUM07,DumDum Thai Tea Cold ,20000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",DUM,Dum Dum,DUM08,DumDum Thai Green Tea Cold,23000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",DUM,Dum Dum,DUM09,DumDum Thai Green Tea Hot,22000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",DUM,Dum Dum,DUM10,DumDum Thai Coffee Cold,21000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",DUM,Dum Dum,DUM11,DumDum Thai Coffee Hot,20000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",DUM,Dum Dum,DUM12,DumDum Thai Black Tea Cold,18000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",DUM,Dum Dum,DUM13,DumDum Thai Black Tea Hot,17000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",DUM,Dum Dum,DUM14,DumDum Thai Black Coffee Cold,19000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",DUM,Dum Dum,DUM15,DumDum Thai Black Coffee Hot,18000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",DUM,Dum Dum,DUM16,DumDum Honey Lime Black Tea Cold,26000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",DUM,Dum Dum,DUM17,DumDum Honey Lime Black Tea Hot,25000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",DUM,Dum Dum,DUM18,DumDum Honey Lime Green Tea Cold,27000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",DUM,Dum Dum,DUM19,DumDum Honey Lime Green Tea Hot,26000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",DUM,Dum Dum,DUM20,DumDum Lime Black Tea Cold,20000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15365",DUM,Dum Dum,DUM21,DumDum Lime Black Tea Hot,19000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15366",DUM,Dum Dum,DUM22,DumDum Lime Green Tea Cold,21000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",DUM,Dum Dum,DUM23,DumDum Lime Green Tea Hot,20000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",DUM,Dum Dum,DUM24,Milo - cold Cold,23000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15369",DUM,Dum Dum,DUM25,Milo - cold Hot,22000,Minuman,,-6.301.621,106.654.948
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",GOO,Gooma,GOO01,Uji Matcha original,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",GOO,Gooma,GOO02,Taste of Ginza watermelon,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",GOO,Gooma,GOO03,Rose Blossom rose ,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",GOO,Gooma,GOO04,Ichigo Matcha strawberry ,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",GOO,Gooma,GOO05,Indo Matcha pandan ,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",GOO,Gooma,GOO06,Yubari King honeydew ,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",GOO,Gooma,GOO07,Kokuto Matcha brown sugar ,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",GOO,Gooma,GOO08,Mojo Matcha banana ,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",GOO,Gooma,GOO09,Aloe Matcha aloe lychee (no milk),32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",GOO,Gooma,GOO10,Virgin Matcha unsweetened  (small) (no milk),20000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",GOO,Gooma,GOO11,GOOMA Cold Brew honey 22l (no milk),20000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",GOO,Gooma,GOO12,Nagasaki Milk Tea honey (S),23000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",GOO,Gooma,GOO13,Nagasaki Milk Tea honey (R),28000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",GOO,Gooma,GOO14,Royal milk tea signature (S),23000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",GOO,Gooma,GOO15,Royal milk tea signature (R),28000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",GOO,Gooma,GOO16,OKinawa milk tea jasmine (S),23000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",GOO,Gooma,GOO17,OKinawa milk tea jasmine (R),28000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",GOO,Gooma,GOO18,Maui milk tea rum jasmine (S),23000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",GOO,Gooma,GOO19,Maui milk tea rum jasmine (R),28000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",GOO,Gooma,GOO20,Nagoya milk tea roasted chesnut (S),23000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15365",GOO,Gooma,GOO21,Nagoya milk tea roasted chesnut (R),28000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15366",GOO,Gooma,GOO22,Black sea salt,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",GOO,Gooma,GOO23,Hojicha roasted green ,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",GOO,Gooma,GOO24,Irish coffee signature coffee,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15369",GOO,Gooma,GOO25,Chocolate toffee classic cocoa,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15370",GOO,Gooma,GOO26,Blue magic gelato,32000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15371",GOO,Gooma,GOO27,galaxy lemonade strawberry lemon ,25000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15372",GOO,Gooma,GOO28,Black Kumquat charcoal kumquat,25000,Minuman,,-6.302.170,106.653.931
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15373",GOO,Gooma,GOO29,Purple passion yogurt passionfruit,25000,Minuman,,-6.302.170,106.653.931
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",JML,Jeruk Meletus,JML01,Cocolytus ,20000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",JML,Jeruk Meletus,JML02,Jeruk Meletus 16OZ ,15000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",JML,Jeruk Meletus,JML03,Jeruk Meletus 22OZ ,20000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",JML,Jeruk Meletus,JML04,Jeruk Meletus botol ,20000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",JML,Jeruk Meletus,JML05,Jekult 22oz ,20000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",JML,Jeruk Meletus,JML06,Jekult botol ,20000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",JML,Jeruk Meletus,JML07,Pinnakult 22oz ,20000,Minuman,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",JML,Jeruk Meletus,JML08,Pinnatus 22oz ,15000,Minuman,,-6.301.541,106.655.187
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",KAM,Kamu Tea,KAM01,Passion Fruit Cheese Tea (S),29000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",KAM,Kamu Tea,KAM01,Passion Fruit Cheese Tea (L),32000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",JUM,Kamu Tea,KAM02,Black Cheese Tea (S),29000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",JUM,Kamu Tea,KAM02,Black Cheese Tea (M),32000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",SAB,Kamu Tea,KAM03,Matcha Cheese Tea (S),33000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",SAB,Kamu Tea,KAM03,Matcha Cheese Tea (M),36000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",MIN,Kamu Tea,KAM04,Houjicha Cheese Tea (S),33000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",MIN,Kamu Tea,KAM04,Houjicha Cheese Tea (M),36000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",SEN,Kamu Tea,KAM05,Genmaicha Cheese Tea (S),33000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",SEN,Kamu Tea,KAM05,Genmaicha Cheese Tea (M),36000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",SEL,Kamu Tea,KAM06,Dark Cocoa Cheese Tea (S),29000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",SEL,Kamu Tea,KAM06,Dark Cocoa Cheese Tea (M),32000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",RAB,Kamu Tea,KAM07,Thai Cheese Tea (S),29000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",RAB,Kamu Tea,KAM07,Thai Cheese Tea (M),32000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",KAM,Kamu Tea,KAM08,Milo Cheese Tea (S),29000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",KAM,Kamu Tea,KAM08,Milo Cheese Tea (M),32000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",JUM,Kamu Tea,KAM09,Shizuoka Matcha Milk Tea (M),29000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",JUM,Kamu Tea,KAM09,Shizuoka Matcha Milk Tea (L),36000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",SAB,Kamu Tea,KAM10,Shizuoka Matcha Milk Tea With Fresh Milk (M),33000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",SAB,Kamu Tea,KAM10,Shizuoka Matcha Milk Tea With Fresh Milk (L),39000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",MIN,Kamu Tea,KAM11,Houjicha Milk Tea (M),29000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",MIN,Kamu Tea,KAM11,Houjicha Milk Tea (L),36000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",SEN,Kamu Tea,KAM12,Houjicha Milk Tea With Fresh Milk (M),33000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15356",SEN,Kamu Tea,KAM12,Houjicha Milk Tea With Fresh Milk (L),39000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",SEL,Kamu Tea,KAM13,Kamu Milk Tea (M),18000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15357",SEL,Kamu Tea,KAM13,Kamu Milk Tea (L),23000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",RAB,Kamu Tea,KAM14,Kamu Milk Tea With Fresh Milk (M),21000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15358",RAB,Kamu Tea,KAM14,Kamu Milk Tea With Fresh Milk (L),26000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",KAM,Kamu Tea,KAM15,Thai Milk Tea (M),19000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15359",KAM,Kamu Tea,KAM15,Thai Milk Tea (L),26000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",JUM,Kamu Tea,KAM16,Thai Milk Tea With Fresh Milk (M),24000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15360",JUM,Kamu Tea,KAM16,Thai Milk Tea With Fresh Milk (L),29000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",SAB,Kamu Tea,KAM17,Americano (M),20000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15361",SAB,Kamu Tea,KAM17,Americano (L),28000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",MIN,Kamu Tea,KAM18,Super Black Latte (M),26000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15362",MIN,Kamu Tea,KAM18,Super Black Latte (L),35000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",SEN,Kamu Tea,KAM19,Coffe Mocha (M),26000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15363",SEN,Kamu Tea,KAM19,Coffe Mocha (L),35000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",SEL,Kamu Tea,KAM20,Cappucino (M),26000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15364",SEL,Kamu Tea,KAM20,Cappucino (L),35000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15365",RAB,Kamu Tea,KAM21,Caramel Machiato (M),26000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15365",RAB,Kamu Tea,KAM21,Caramel Machiato (L),35000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15366",KAM,Kamu Tea,KAM22,Dark Cocoa Milk (M),20000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15366",KAM,Kamu Tea,KAM22,Dark Cocoa Milk (L),24000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",JUM,Kamu Tea,KAM23,Milo Milk (M),22000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15367",JUM,Kamu Tea,KAM23,Milo Milk (L),26000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",SAB,Kamu Tea,KAM24,Horlicks Milk (M),24000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15368",SAB,Kamu Tea,KAM24,Horlicks Milk (L),28000,Minuman,,-6.302.345,106.654.616
" The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15369",MIN,Kamu Tea,KAM25,Dark Cocoa Magma Lava,32000,Minuman,,-6.302.345,106.654.616
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",KDD,Kantin 28,KDD01,Chicken Katsu,20000,Makanan,Paket Nasi + Minum,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",KDD,Kantin 28,KDD02,Dori Katsu,20000,Makanan,Paket Nasi + Minum,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",KDD,Kantin 28,KDD03,Ebi Furai,20000,Makanan,Paket Nasi + Minum,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",KDD,Kantin 28,KDD04,Chicken Teriyaki,20000,Makanan,Paket Nasi + Minum,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",KDD,Kantin 28,KDD05,Kaarage,20000,Makanan,Paket Nasi + Minum,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",KDD,Kantin 28,KDD06,Katsu + Ebi Furai,25000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",KDD,Kantin 28,KDD07,Katsu + Scramble Egg,25000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",KDD,Kantin 28,KDD08,Beef Teriyaki,25000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15353",KDD,Kantin 28,KDD09,Kaarage Salted Egg,25000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15354",KDD,Kantin 28,KDD10,Chicken Katsu Don,30000,Makanan,,-6.301.541,106.655.187
" Food Court The Breeze BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15355",KDD,Kantin 28,KDD11,Chicken Steak,30000,Makanan,,-6.301.541,106.655.187
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15345",KAS,Kantin Kasturi,KAS01,Ikan Cakalang,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15346",KAS,Kantin Kasturi,KAS02,Ikan Asam Manis,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15347",KAS,Kantin Kasturi,KAS03,Ikan Masak Cabai,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15348",KAS,Kantin Kasturi,KAS04,Ikan Sarden,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15349",KAS,Kantin Kasturi,KAS05,Ayam Suwir Cabe,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15350",KAS,Kantin Kasturi,KAS06,Ayam Kecap,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15351",KAS,Kantin Kasturi,KAS07,Ayam Woku,0,Makanan,,-6.301.721,106.652.312
"Green Eatery GOP9 BSD City Sampora, Kec. Cisauk, Tangerang, Banten 15352",KAS,Kantin Kasturi,KAS08,Sapi Lada Hitam,0,Makanan,,-6.301.721,106.652.312
